Rank,City_country,Attribute,Value
170,"Salt Lake City, UT, United States",Levi 501 Jeans,56.75
170,"Salt Lake City, UT, United States",Nike runners,82.12
171,"Sliema, Malta",Food,100.95
171,"Sliema, Malta",Cigarettes 20 Pack,6.32
171,"Sliema, Malta",Public Transport,36.88
171,"Sliema, Malta",Petrol 50L ,103.5
171,"Sliema, Malta",Utility bills ,197.83
171,"Sliema, Malta",Internet 60mbps ,29.26
171,"Sliema, Malta",Gym monthly ,52.72
171,"Sliema, Malta",Cinema (1 ticket),9.48
171,"Sliema, Malta",Levi 501 Jeans,84.13
171,"Sliema, Malta",Nike runners,96.47
172,Data Unavailable for this city,No data for this city,0
173,"Bristol, United Kingdom",Food,98.48
173,"Bristol, United Kingdom",Cigarettes 20 Pack,7.48
173,"Bristol, United Kingdom",Public Transport,71.44
173,"Bristol, United Kingdom",Petrol 50L ,114
173,"Bristol, United Kingdom",Utility bills ,222.28
173,"Bristol, United Kingdom",Internet 60mbps ,36.88
173,"Bristol, United Kingdom",Gym monthly ,25.95
173,"Bristol, United Kingdom",Cinema (1 ticket),10.27
173,"Bristol, United Kingdom",Levi 501 Jeans,83.77
173,"Bristol, United Kingdom",Nike runners,82.72
174,"Karlsruhe, Germany",Food,104.13
174,"Karlsruhe, Germany",Cigarettes 20 Pack,11.86
174,"Karlsruhe, Germany",Public Transport,83.01
174,"Karlsruhe, Germany",Petrol 50L ,63
174,"Karlsruhe, Germany",Utility bills ,189.53
174,"Karlsruhe, Germany",Internet 60mbps ,64.35
174,"Karlsruhe, Germany",Gym monthly ,58.99
174,"Karlsruhe, Germany",Cinema (1 ticket),11.29
174,"Karlsruhe, Germany",Levi 501 Jeans,54.07
174,"Karlsruhe, Germany",Nike runners,75.78
175,"Osaka, Japan",Food,97.99
175,"Osaka, Japan",Cigarettes 20 Pack,8.99
175,"Osaka, Japan",Public Transport,52.5
175,"Osaka, Japan",Petrol 50L ,53
175,"Osaka, Japan",Utility bills ,200.67
175,"Osaka, Japan",Internet 60mbps ,62.08
175,"Osaka, Japan",Gym monthly ,54.25
175,"Osaka, Japan",Cinema (1 ticket),14.5
175,"Osaka, Japan",Levi 501 Jeans,51.7
175,"Osaka, Japan",Nike runners,84.91
176,"Limerick, Ireland",Food,88.55
176,"Limerick, Ireland",Cigarettes 20 Pack,12.01
176,"Limerick, Ireland",Public Transport,88.94
176,"Limerick, Ireland",Petrol 50L ,74
176,"Limerick, Ireland",Utility bills ,238.29
176,"Limerick, Ireland",Internet 60mbps ,57.39
176,"Limerick, Ireland",Gym monthly ,30.28
176,"Limerick, Ireland",Cinema (1 ticket),11.12
176,"Limerick, Ireland",Levi 501 Jeans,39.36
176,"Limerick, Ireland",Nike runners,63.28
177,"Oxford, United Kingdom",Food,128.16
177,"Oxford, United Kingdom",Cigarettes 20 Pack,8.12
177,"Oxford, United Kingdom",Public Transport,67.5
177,"Oxford, United Kingdom",Petrol 50L ,54
177,"Oxford, United Kingdom",Utility bills ,190.35
177,"Oxford, United Kingdom",Internet 60mbps ,81.93
177,"Oxford, United Kingdom",Gym monthly ,67
177,"Oxford, United Kingdom",Cinema (1 ticket),16
177,"Oxford, United Kingdom",Levi 501 Jeans,51.45
177,"Oxford, United Kingdom",Nike runners,87.5
178,"Genoa, Italy",Food,92.74
178,"Genoa, Italy",Cigarettes 20 Pack,6.1
178,"Genoa, Italy",Public Transport,93.94
178,"Genoa, Italy",Petrol 50L ,99.5
178,"Genoa, Italy",Utility bills ,98.99
178,"Genoa, Italy",Internet 60mbps ,35.26
178,"Genoa, Italy",Gym monthly ,31.69
178,"Genoa, Italy",Cinema (1 ticket),14.53
178,"Genoa, Italy",Levi 501 Jeans,98.89
178,"Genoa, Italy",Nike runners,73.82
179,"Marseille, France",Food,118.11
179,"Marseille, France",Cigarettes 20 Pack,8
179,"Marseille, France",Public Transport,66
179,"Marseille, France",Petrol 50L ,58
179,"Marseille, France",Utility bills ,168.49
179,"Marseille, France",Internet 60mbps ,63.19
179,"Marseille, France",Gym monthly ,29.5
179,"Marseille, France",Cinema (1 ticket),14
179,"Marseille, France",Levi 501 Jeans,46.13
179,"Marseille, France",Nike runners,81
180,"Delft, Netherlands",Food,91.95
180,"Delft, Netherlands",Cigarettes 20 Pack,13.19
180,"Delft, Netherlands",Public Transport,65.22
180,"Delft, Netherlands",Petrol 50L ,70.5
180,"Delft, Netherlands",Utility bills ,175.71
180,"Delft, Netherlands",Internet 60mbps ,60.21
180,"Delft, Netherlands",Gym monthly ,37.24
180,"Delft, Netherlands",Cinema (1 ticket),10.01
180,"Delft, Netherlands",Levi 501 Jeans,52.81
180,"Delft, Netherlands",Nike runners,73.19
181,"Mannheim, Germany",Food,92.65
181,"Mannheim, Germany",Cigarettes 20 Pack,7.59
181,"Mannheim, Germany",Public Transport,79.03
181,"Mannheim, Germany",Petrol 50L ,115
181,"Mannheim, Germany",Utility bills ,274.63
181,"Mannheim, Germany",Internet 60mbps ,34.9
181,"Mannheim, Germany",Gym monthly ,36.76
181,"Mannheim, Germany",Cinema (1 ticket),12.64
181,"Mannheim, Germany",Levi 501 Jeans,81.67
181,"Mannheim, Germany",Nike runners,100.9
182,"Dubai, United Arab Emirates",Food,80.58
182,"Dubai, United Arab Emirates",Cigarettes 20 Pack,13.47
182,"Dubai, United Arab Emirates",Public Transport,92.25
182,"Dubai, United Arab Emirates",Petrol 50L ,98
182,"Dubai, United Arab Emirates",Utility bills ,294.14
182,"Dubai, United Arab Emirates",Internet 60mbps ,40.72
182,"Dubai, United Arab Emirates",Gym monthly ,37.71
182,"Dubai, United Arab Emirates",Cinema (1 ticket),9.84
182,"Dubai, United Arab Emirates",Levi 501 Jeans,87.47
182,"Dubai, United Arab Emirates",Nike runners,74.68
183,"Trento, Italy",Food,121.15
183,"Trento, Italy",Cigarettes 20 Pack,7.5
183,"Trento, Italy",Public Transport,70
183,"Trento, Italy",Petrol 50L ,52
183,"Trento, Italy",Utility bills ,109.17
183,"Trento, Italy",Internet 60mbps ,73.62
183,"Trento, Italy",Gym monthly ,35
183,"Trento, Italy",Cinema (1 ticket),12
183,"Trento, Italy",Levi 501 Jeans,60.38
183,"Trento, Italy",Nike runners,81.88
184,"Montreal, Canada",Food,94.62
184,"Montreal, Canada",Cigarettes 20 Pack,8.43
184,"Montreal, Canada",Public Transport,89.57
184,"Montreal, Canada",Petrol 50L ,108
184,"Montreal, Canada",Utility bills ,308.3
184,"Montreal, Canada",Internet 60mbps ,40.24
184,"Montreal, Canada",Gym monthly ,40.57
184,"Montreal, Canada",Cinema (1 ticket),12.64
184,"Montreal, Canada",Levi 501 Jeans,88.38
184,"Montreal, Canada",Nike runners,85.48
185,"Reading, United Kingdom",Food,96.65
185,"Reading, United Kingdom",Cigarettes 20 Pack,10.54
185,"Reading, United Kingdom",Public Transport,63.22
185,"Reading, United Kingdom",Petrol 50L ,104.5
185,"Reading, United Kingdom",Utility bills ,153.55
185,"Reading, United Kingdom",Internet 60mbps ,32.01
185,"Reading, United Kingdom",Gym monthly ,34.95
185,"Reading, United Kingdom",Cinema (1 ticket),12.64
185,"Reading, United Kingdom",Levi 501 Jeans,95.89
185,"Reading, United Kingdom",Nike runners,71.13
186,"Bergamo, Italy",Food,98.81
186,"Bergamo, Italy",Cigarettes 20 Pack,13
186,"Bergamo, Italy",Public Transport,50
186,"Bergamo, Italy",Petrol 50L ,59
186,"Bergamo, Italy",Utility bills ,133.75
186,"Bergamo, Italy",Internet 60mbps ,77.33
186,"Bergamo, Italy",Gym monthly ,30
186,"Bergamo, Italy",Cinema (1 ticket),13.5
186,"Bergamo, Italy",Levi 501 Jeans,35
186,"Bergamo, Italy",Nike runners,89.8
187,"London, Canada",Food,92.03
187,"London, Canada",Cigarettes 20 Pack,7.75
187,"London, Canada",Public Transport,76.08
187,"London, Canada",Petrol 50L ,112
187,"London, Canada",Utility bills ,239.55
187,"London, Canada",Internet 60mbps ,35.23
187,"London, Canada",Gym monthly ,45.44
187,"London, Canada",Cinema (1 ticket),12.64
187,"London, Canada",Levi 501 Jeans,81.84
187,"London, Canada",Nike runners,70.47
188,"Dortmund, Germany",Food,95.69
188,"Dortmund, Germany",Cigarettes 20 Pack,13.34
188,"Dortmund, Germany",Public Transport,88.94
188,"Dortmund, Germany",Petrol 50L ,82.5
188,"Dortmund, Germany",Utility bills ,83.32
188,"Dortmund, Germany",Internet 60mbps ,56.05
188,"Dortmund, Germany",Gym monthly ,35.58
188,"Dortmund, Germany",Cinema (1 ticket),11.12
188,"Dortmund, Germany",Levi 501 Jeans,49.1
188,"Dortmund, Germany",Nike runners,83.38
189,"Memphis, TN, United States",Food,86.62
189,"Memphis, TN, United States",Cigarettes 20 Pack,11.38
189,"Memphis, TN, United States",Public Transport,43.54
189,"Memphis, TN, United States",Petrol 50L ,61
189,"Memphis, TN, United States",Utility bills ,196.79
189,"Memphis, TN, United States",Internet 60mbps ,72.26
189,"Memphis, TN, United States",Gym monthly ,45.69
189,"Memphis, TN, United States",Cinema (1 ticket),9.63
189,"Memphis, TN, United States",Levi 501 Jeans,48.09
189,"Memphis, TN, United States",Nike runners,72.88
190,"Trieste, Italy",Food,91.42
190,"Trieste, Italy",Cigarettes 20 Pack,8.43
190,"Trieste, Italy",Public Transport,101.16
190,"Trieste, Italy",Petrol 50L ,110
190,"Trieste, Italy",Utility bills ,279.73
190,"Trieste, Italy",Internet 60mbps ,35.39
190,"Trieste, Italy",Gym monthly ,34.71
190,"Trieste, Italy",Cinema (1 ticket),12.64
190,"Trieste, Italy",Levi 501 Jeans,86.27
190,"Trieste, Italy",Nike runners,80.61
191,"Mississauga, Canada",Food,84.58
191,"Mississauga, Canada",Cigarettes 20 Pack,8.01
191,"Mississauga, Canada",Public Transport,73.76
191,"Mississauga, Canada",Petrol 50L ,116
191,"Mississauga, Canada",Utility bills ,244.06
191,"Mississauga, Canada",Internet 60mbps ,31.17
191,"Mississauga, Canada",Gym monthly ,25.17
191,"Mississauga, Canada",Cinema (1 ticket),10.54
191,"Mississauga, Canada",Levi 501 Jeans,91.37
191,"Mississauga, Canada",Nike runners,81.27
192,"Lund, Sweden",Food,122.41
192,"Lund, Sweden",Cigarettes 20 Pack,6.5
192,"Lund, Sweden",Public Transport,19.5
192,"Lund, Sweden",Petrol 50L ,54
192,"Lund, Sweden",Utility bills ,219.97
192,"Lund, Sweden",Internet 60mbps ,68.25
192,"Lund, Sweden",Gym monthly ,31.5
192,"Lund, Sweden",Cinema (1 ticket),15
192,"Lund, Sweden",Levi 501 Jeans,48.75
192,"Lund, Sweden",Nike runners,83.33
193,"Parma, Italy",Food,142.81
193,"Parma, Italy",Cigarettes 20 Pack,10
193,"Parma, Italy",Public Transport,31
193,"Parma, Italy",Petrol 50L ,78
193,"Parma, Italy",Utility bills ,312.5
193,"Parma, Italy",Internet 60mbps ,74
193,"Parma, Italy",Gym monthly ,35
193,"Parma, Italy",Cinema (1 ticket),12
193,"Parma, Italy",Levi 501 Jeans,42.5
193,"Parma, Italy",Nike runners,82.5
194,"Freiburg im Breisgau, Germany",Food,112.06
194,"Freiburg im Breisgau, Germany",Cigarettes 20 Pack,8.5
194,"Freiburg im Breisgau, Germany",Public Transport,58
194,"Freiburg im Breisgau, Germany",Petrol 50L ,58.5
194,"Freiburg im Breisgau, Germany",Utility bills ,158.94
194,"Freiburg im Breisgau, Germany",Internet 60mbps ,65.94
194,"Freiburg im Breisgau, Germany",Gym monthly ,43.33
194,"Freiburg im Breisgau, Germany",Cinema (1 ticket),11
194,"Freiburg im Breisgau, Germany",Levi 501 Jeans,59.8
194,"Freiburg im Breisgau, Germany",Nike runners,76.11
195,"Cincinnati, OH, United States",Food,87.57
195,"Cincinnati, OH, United States",Cigarettes 20 Pack,15.9
195,"Cincinnati, OH, United States",Public Transport,73.8
195,"Cincinnati, OH, United States",Petrol 50L ,96
195,"Cincinnati, OH, United States",Utility bills ,138.44
195,"Cincinnati, OH, United States",Internet 60mbps ,39.47
195,"Cincinnati, OH, United States",Gym monthly ,40.9
195,"Cincinnati, OH, United States",Cinema (1 ticket),13.22
195,"Cincinnati, OH, United States",Levi 501 Jeans,90.88
195,"Cincinnati, OH, United States",Nike runners,92.25
196,"Kitchener, Canada",Food,103.55
196,"Kitchener, Canada",Cigarettes 20 Pack,12.6
196,"Kitchener, Canada",Public Transport,74.11
196,"Kitchener, Canada",Petrol 50L ,63
196,"Kitchener, Canada",Utility bills ,189.4
196,"Kitchener, Canada",Internet 60mbps ,59.09
196,"Kitchener, Canada",Gym monthly ,46.98
196,"Kitchener, Canada",Cinema (1 ticket),11.12
196,"Kitchener, Canada",Levi 501 Jeans,53.23
196,"Kitchener, Canada",Nike runners,78.77
197,"Uppsala, Sweden",Food,105.43
197,"Uppsala, Sweden",Cigarettes 20 Pack,9.25
197,"Uppsala, Sweden",Public Transport,60
197,"Uppsala, Sweden",Petrol 50L ,70
197,"Uppsala, Sweden",Utility bills ,187.27
197,"Uppsala, Sweden",Internet 60mbps ,90.3
197,"Uppsala, Sweden",Gym monthly ,25.97
197,"Uppsala, Sweden",Cinema (1 ticket),13.5
197,"Uppsala, Sweden",Levi 501 Jeans,46.25
197,"Uppsala, Sweden",Nike runners,73.24
198,"Brescia, Italy",Food,105.03
198,"Brescia, Italy",Cigarettes 20 Pack,8
198,"Brescia, Italy",Public Transport,62
198,"Brescia, Italy",Petrol 50L ,56
198,"Brescia, Italy",Utility bills ,204.48
198,"Brescia, Italy",Internet 60mbps ,60.74
198,"Brescia, Italy",Gym monthly ,35.92
198,"Brescia, Italy",Cinema (1 ticket),12
198,"Brescia, Italy",Levi 501 Jeans,44.33
198,"Brescia, Italy",Nike runners,76.85
199,"Enschede, Netherlands",Food,95.42
199,"Enschede, Netherlands",Cigarettes 20 Pack,6.32
199,"Enschede, Netherlands",Public Transport,40.04
199,"Enschede, Netherlands",Petrol 50L ,103
199,"Enschede, Netherlands",Utility bills ,190.84
199,"Enschede, Netherlands",Internet 60mbps ,29.49
199,"Enschede, Netherlands",Gym monthly ,38.74
199,"Enschede, Netherlands",Cinema (1 ticket),9.48
199,"Enschede, Netherlands",Levi 501 Jeans,65.27
199,"Enschede, Netherlands",Nike runners,74.59
200,"Kelowna, Canada",Food,108.06
200,"Kelowna, Canada",Cigarettes 20 Pack,9.87
200,"Kelowna, Canada",Public Transport,60
200,"Kelowna, Canada",Petrol 50L ,63.5
200,"Kelowna, Canada",Utility bills ,178.08
200,"Kelowna, Canada",Internet 60mbps ,68.4
200,"Kelowna, Canada",Gym monthly ,27.5
200,"Kelowna, Canada",Cinema (1 ticket),11.5
200,"Kelowna, Canada",Levi 501 Jeans,47.71
200,"Kelowna, Canada",Nike runners,86.86
201,"Stuttgart, Germany",Food,94.11
201,"Stuttgart, Germany",Cigarettes 20 Pack,12.6
201,"Stuttgart, Germany",Public Transport,51.88
201,"Stuttgart, Germany",Petrol 50L ,75
201,"Stuttgart, Germany",Utility bills ,100.35
201,"Stuttgart, Germany",Internet 60mbps ,68.13
201,"Stuttgart, Germany",Gym monthly ,45.28
201,"Stuttgart, Germany",Cinema (1 ticket),9.45
201,"Stuttgart, Germany",Levi 501 Jeans,49.66
201,"Stuttgart, Germany",Nike runners,74.92
202,"Manchester, United Kingdom",Food,75.96
202,"Manchester, United Kingdom",Cigarettes 20 Pack,15.07
202,"Manchester, United Kingdom",Public Transport,73.19
202,"Manchester, United Kingdom",Petrol 50L ,96.5
202,"Manchester, United Kingdom",Utility bills ,232.96
202,"Manchester, United Kingdom",Internet 60mbps ,38.75
202,"Manchester, United Kingdom",Gym monthly ,28.53
202,"Manchester, United Kingdom",Cinema (1 ticket),11.07
202,"Manchester, United Kingdom",Levi 501 Jeans,85.22
202,"Manchester, United Kingdom",Nike runners,86.98
203,"Larnaca, Cyprus",Food,81.16
203,"Larnaca, Cyprus",Cigarettes 20 Pack,15.5
203,"Larnaca, Cyprus",Public Transport,98.4
203,"Larnaca, Cyprus",Petrol 50L ,99
203,"Larnaca, Cyprus",Utility bills ,225.34
203,"Larnaca, Cyprus",Internet 60mbps ,35.55
203,"Larnaca, Cyprus",Gym monthly ,33.34
203,"Larnaca, Cyprus",Cinema (1 ticket),12.3
203,"Larnaca, Cyprus",Levi 501 Jeans,78.8
203,"Larnaca, Cyprus",Nike runners,84.56
204,"Kingston, Canada",Food,99.42
204,"Kingston, Canada",Cigarettes 20 Pack,6.59
204,"Kingston, Canada",Public Transport,42.5
204,"Kingston, Canada",Petrol 50L ,54
204,"Kingston, Canada",Utility bills ,184.3
204,"Kingston, Canada",Internet 60mbps ,72.67
204,"Kingston, Canada",Gym monthly ,20.25
204,"Kingston, Canada",Cinema (1 ticket),12
204,"Kingston, Canada",Levi 501 Jeans,46.56
204,"Kingston, Canada",Nike runners,80.22
205,Data Unavailable for this city,No data for this city,0
206,"Tampere, Finland",Food,83.96
206,"Tampere, Finland",Cigarettes 20 Pack,7.64
206,"Tampere, Finland",Public Transport,84.3
206,"Tampere, Finland",Petrol 50L ,114.5
206,"Tampere, Finland",Utility bills ,236.07
206,"Tampere, Finland",Internet 60mbps ,34.94
206,"Tampere, Finland",Gym monthly ,29.5
206,"Tampere, Finland",Cinema (1 ticket),12.64
206,"Tampere, Finland",Levi 501 Jeans,85.94
206,"Tampere, Finland",Nike runners,84.53
207,"Bremen, Germany",Food,72.46
207,"Bremen, Germany",Cigarettes 20 Pack,13.53
207,"Bremen, Germany",Public Transport,61.5
207,"Bremen, Germany",Petrol 50L ,96
207,"Bremen, Germany",Utility bills ,312.04
207,"Bremen, Germany",Internet 60mbps ,40.59
207,"Bremen, Germany",Gym monthly ,36.9
207,"Bremen, Germany",Cinema (1 ticket),13.53
207,"Bremen, Germany",Levi 501 Jeans,67.34
207,"Bremen, Germany",Nike runners,64.7
208,Data Unavailable for this city,No data for this city,0
209,"Brampton, Canada",Food,112.8
209,"Brampton, Canada",Cigarettes 20 Pack,12.6
209,"Brampton, Canada",Public Transport,63
209,"Brampton, Canada",Petrol 50L ,79.5
209,"Brampton, Canada",Utility bills ,97.44
209,"Brampton, Canada",Internet 60mbps ,70.19
209,"Brampton, Canada",Gym monthly ,50.79
209,"Brampton, Canada",Cinema (1 ticket),11.08
209,"Brampton, Canada",Levi 501 Jeans,60.16
209,"Brampton, Canada",Nike runners,80.26
210,"Bournemouth, United Kingdom",Food,91.59
210,"Bournemouth, United Kingdom",Cigarettes 20 Pack,6.63
210,"Bournemouth, United Kingdom",Public Transport,55.15
210,"Bournemouth, United Kingdom",Petrol 50L ,98
210,"Bournemouth, United Kingdom",Utility bills ,76.35
210,"Bournemouth, United Kingdom",Internet 60mbps ,33.33
210,"Bournemouth, United Kingdom",Gym monthly ,33.51
210,"Bournemouth, United Kingdom",Cinema (1 ticket),14.28
210,"Bournemouth, United Kingdom",Levi 501 Jeans,92.89
210,"Bournemouth, United Kingdom",Nike runners,83.39
211,"Glasgow, United Kingdom",Food,95.83
211,"Glasgow, United Kingdom",Cigarettes 20 Pack,9.25
211,"Glasgow, United Kingdom",Public Transport,45
211,"Glasgow, United Kingdom",Petrol 50L ,70
211,"Glasgow, United Kingdom",Utility bills ,215.14
211,"Glasgow, United Kingdom",Internet 60mbps ,80.5
211,"Glasgow, United Kingdom",Gym monthly ,40.33
211,"Glasgow, United Kingdom",Cinema (1 ticket),12
211,"Glasgow, United Kingdom",Levi 501 Jeans,47.66
211,"Glasgow, United Kingdom",Nike runners,79.29
212,"Padova, Italy",Food,82.39
212,"Padova, Italy",Cigarettes 20 Pack,7.9
212,"Padova, Italy",Public Transport,85.35
212,"Padova, Italy",Petrol 50L ,114.5
212,"Padova, Italy",Utility bills ,238.91
212,"Padova, Italy",Internet 60mbps ,39.37
212,"Padova, Italy",Gym monthly ,29.39
212,"Padova, Italy",Cinema (1 ticket),10.54
212,"Padova, Italy",Levi 501 Jeans,65.48
212,"Padova, Italy",Nike runners,79.27
213,"Malmo, Sweden",Food,78.54
213,"Malmo, Sweden",Cigarettes 20 Pack,8.43
213,"Malmo, Sweden",Public Transport,67.02
213,"Malmo, Sweden",Petrol 50L ,115
213,"Malmo, Sweden",Utility bills ,249.36
213,"Malmo, Sweden",Internet 60mbps ,32.9
213,"Malmo, Sweden",Gym monthly ,36.13
213,"Malmo, Sweden",Cinema (1 ticket),10.54
213,"Malmo, Sweden",Levi 501 Jeans,90.92
213,"Malmo, Sweden",Nike runners,90.32
214,"The Hague (Den Haag), Netherlands",Food,115.94
214,"The Hague (Den Haag), Netherlands",Cigarettes 20 Pack,7.37
214,"The Hague (Den Haag), Netherlands",Petrol 50L ,59.5
214,"The Hague (Den Haag), Netherlands",Utility bills ,218.75
214,"The Hague (Den Haag), Netherlands",Internet 60mbps ,52.8
214,"The Hague (Den Haag), Netherlands",Gym monthly ,31.5
214,"The Hague (Den Haag), Netherlands",Cinema (1 ticket),11
214,"The Hague (Den Haag), Netherlands",Levi 501 Jeans,33.8
214,"The Hague (Den Haag), Netherlands",Nike runners,71.12
215,Data Unavailable for this city,No data for this city,0
216,Data Unavailable for this city,No data for this city,0
217,"Plymouth, United Kingdom",Food,91.86
217,"Plymouth, United Kingdom",Cigarettes 20 Pack,4.25
217,"Plymouth, United Kingdom",Public Transport,41.89
217,"Plymouth, United Kingdom",Petrol 50L ,51
217,"Plymouth, United Kingdom",Utility bills ,82.34
217,"Plymouth, United Kingdom",Internet 60mbps ,25.62
217,"Plymouth, United Kingdom",Gym monthly ,40.07
217,"Plymouth, United Kingdom",Cinema (1 ticket),10.47
217,"Plymouth, United Kingdom",Levi 501 Jeans,75.69
217,"Plymouth, United Kingdom",Nike runners,91.63
218,Data Unavailable for this city,No data for this city,0
219,"Hanover, Germany",Food,77.69
219,"Hanover, Germany",Cigarettes 20 Pack,13.53
219,"Hanover, Germany",Public Transport,66.42
219,"Hanover, Germany",Petrol 50L ,96.5
